tata_company,tata_rows,normalized_name,inferred_parent,recommended_parent,in_spring_canonical,in_spring_aliases,in_spring_entity_members,in_base_only,fix_bucket,priority,recommended_action
昆仑芯（北京）科技有限公司,923,昆仑芯（北京）科技有限公司,昆仑芯（北京）科技有限公司,,False,False,False,False,do_not_merge,p0,hold_out
广州橙行智动汽车科技有限公司,257,广州橙行智动汽车科技有限公司,广州橙行智动汽车科技有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
中国电子信息产业集团有限公司,205,中国电子信息产业集团有限公司,中国电子信息产业集团有限公司,,False,False,False,False,do_not_merge,p0,hold_out
维沃移动通信有限公司,187,维沃移动通信有限公司,维沃移动通信有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
耐克,153,耐克,耐克,,False,False,False,False,high_risk_manual_review,p0,manual_review
北京汽车集团有限公司,136,北京汽车集团有限公司,北京汽车集团有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
伦敦证券交易所集团,125,伦敦证券交易所集团,伦敦证券交易所集团,,False,False,False,False,high_risk_manual_review,p0,manual_review
中国中信集团有限公司,115,中国中信集团有限公司,中国中信集团有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
中国共产党成都市金牛区委员会组织部,113,中国共产党成都市金牛区委员会组织部,中国共产党成都市金牛区委员会组织部,,False,False,False,False,high_risk_manual_review,p0,manual_review
,108,,,,False,False,False,False,do_not_merge,p0,hold_out
OPPO广东移动通信有限公司,104,OPPO广东移动通信有限公司,OPPO广东移动通信有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
北京智谱华章科技有限公司,103,北京智谱华章科技有限公司,北京智谱华章科技有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
申万宏源证券有限公司,102,申万宏源证券有限公司,申万宏源证券有限公司,申万宏源证券分支机构,True,True,True,False,high_risk_manual_review,p0,manual_review
万兴科技集团股份有限公司,101,万兴科技集团股份有限公司,万兴科技集团股份有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
中国五矿集团有限公司,101,中国五矿集团有限公司,中国五矿集团有限公司,,False,False,False,False,high_risk_manual_review,p0,manual_review
蓉漂人才荟,100,蓉漂人才荟,蓉漂人才荟,,False,False,False,False,do_not_merge,p0,hold_out
中国石油化工集团有限公司,97,中国石油化工集团有限公司,中国石油化工集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
苏州顺芯半导体有限公司,95,苏州顺芯半导体有限公司,苏州顺芯半导体有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海寻梦信息技术有限公司,87,上海寻梦信息技术有限公司,上海寻梦信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国航空无线电电子研究所,78,中国航空无线电电子研究所,中国航空无线电电子研究所,,False,False,False,False,high_risk_manual_review,p1,manual_review
在线途游（北京）科技有限公司,78,在线途游（北京）科技有限公司,在线途游（北京）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
“才聚天府·筑梦成都”——“蓉漂人才荟”城市行招才引智系列活动（深圳站）,73,“才聚天府·筑梦成都”——“蓉漂人才荟”城市行招才引智系列活动（深圳站）,“才聚天府·筑梦成都”——“蓉漂人才荟”城市行招才引智系列活动（深圳站）,,False,False,False,False,do_not_merge,p1,hold_out
杭州银行股份有限公司,71,杭州银行股份有限公司,杭州银行股份有限公司,上海银行,True,True,True,False,high_risk_manual_review,p1,manual_review
万科企业股份有限公司,70,万科企业股份有限公司,万科企业股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海光简信息技术有限公司,67,上海光简信息技术有限公司,上海光简信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国铁路工程集团有限公司,67,中国铁路工程集团有限公司,中国铁路工程集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国大地财产保险股份有限公司,66,中国大地财产保险股份有限公司,中国大地财产保险股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国家能源投资集团有限责任公司,66,国家能源投资集团有限责任公司,国家能源投资集团有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
普联技术有限公司,65,普联技术有限公司,普联技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海喜马拉雅科技有限公司,64,上海喜马拉雅科技有限公司,上海喜马拉雅科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京掌上先机网络科技有限公司,64,北京掌上先机网络科技有限公司,北京掌上先机网络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
浙江零跑科技股份有限公司,64,浙江零跑科技股份有限公司,浙江零跑科技股份有限公司,零跑,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
2026“蓉漂人才荟”清华大学专场活动,63,2026“蓉漂人才荟”清华大学专场活动,2026“蓉漂人才荟”清华大学专场活动,,False,False,False,False,do_not_merge,p1,hold_out
中国铁路通信信号股份有限公司,62,中国铁路通信信号股份有限公司,中国铁路通信信号股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国信证券股份有限公司,62,国信证券股份有限公司,国信证券股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
工业和信息化部电子第五研究所华东分所（中国赛宝（华东）实验室）,62,工业和信息化部电子第五研究所华东分所（中国赛宝（华东）实验室）,工业和信息化部电子第五研究所华东分所（中国赛宝（华东）实验室）,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海稀宇科技有限公司,61,上海稀宇科技有限公司,上海稀宇科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国卫星网络集团有限公司,61,中国卫星网络集团有限公司,中国卫星网络集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海复星高科技（集团）有限公司,60,上海复星高科技（集团）有限公司,上海复星高科技（集团）有限公司,复星,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
徐工集团工程机械股份有限公司,60,徐工集团工程机械股份有限公司,徐工集团工程机械股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
"2026""蓉漂人才荟""苏州大学专场活动",59,"2026""蓉漂人才荟""苏州大学专场活动","2026""蓉漂人才荟""苏州大学专场活动",,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳佑驾创新科技股份有限公司,59,深圳佑驾创新科技股份有限公司,深圳佑驾创新科技股份有限公司,佑驾创新第二波岗位,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国融通资产管理集团有限公司上海分公司,58,中国融通资产管理集团有限公司上海分公司,中国融通资产管理集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国银河证券股份有限公司,58,中国银河证券股份有限公司,中国银河证券股份有限公司,中国银河证券CGS,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
国家开发投资集团有限公司,58,国家开发投资集团有限公司,国家开发投资集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
前锦网络信息技术（上海）有限公司,57,前锦网络信息技术（上海）有限公司,前锦网络信息技术（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京计算机技术及应用研究所,57,北京计算机技术及应用研究所,北京计算机技术及应用研究所,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国邮政集团有限公司-集团公司总部,55,中国邮政集团有限公司-集团公司总部,中国邮政集团有限公司-集团公司总部,,False,False,False,False,high_risk_manual_review,p1,manual_review
广发证券股份有限公司,55,广发证券股份有限公司,广发证券股份有限公司,广发证券分支机构,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
国投证券股份有限公司,54,国投证券股份有限公司,国投证券股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州趣丸网络科技有限公司,54,广州趣丸网络科技有限公司,广州趣丸网络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
摩尔线程智能科技（北京）股份有限公司,54,摩尔线程智能科技（北京）股份有限公司,摩尔线程智能科技（北京）股份有限公司,摩尔线程,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
新华三技术有限公司,54,新华三技术有限公司,新华三技术有限公司,新华三,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
杭州通义实验室科技有限公司,54,杭州通义实验室科技有限公司,杭州通义实验室科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都空港人才服务集团有限公司,53,成都空港人才服务集团有限公司,成都空港人才服务集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国共产党都江堰市委员会组织部（中共都江堰市直属机关工作委员会、中国共产党都江堰市委员会老干部局、都江堰市公务员局）,52,中国共产党都江堰市委员会组织部（中共都江堰市直属机关工作委员会、中国共产党都江堰市委员会老干部局、都江堰市公务员局）,中国共产党都江堰市委员会组织部（中共都江堰市直属机关工作委员会、中国共产党都江堰市委员会老干部局、都江堰市公务员局）,,False,False,False,False,high_risk_manual_review,p1,manual_review
洲际酒店集团,52,洲际酒店集团,洲际酒店集团,,False,False,False,False,high_risk_manual_review,p1,manual_review
大家保险集团有限责任公司,51,大家保险集团有限责任公司,大家保险集团有限责任公司,大家保险,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州市动悦信息技术有限公司,51,广州市动悦信息技术有限公司,广州市动悦信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
苏州叠纸网络科技股份有限公司,51,苏州叠纸网络科技股份有限公司,苏州叠纸网络科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国航发商用航空发动机有限责任公司,50,中国航发商用航空发动机有限责任公司,中国航发商用航空发动机有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市南山区人力资源局,50,深圳市南山区人力资源局,深圳市南山区人力资源局,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州市海珠区人力资源和社会保障局,49,广州市海珠区人力资源和社会保障局,广州市海珠区人力资源和社会保障局,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州希音国际进出口有限公司,49,广州希音国际进出口有限公司,广州希音国际进出口有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市腾娱互动科技有限公司,49,深圳市腾娱互动科技有限公司,深圳市腾娱互动科技有限公司,腾娱互动,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
联通数据智能（杭州）有限公司,49,联通数据智能（杭州）有限公司,联通数据智能（杭州）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
虹软科技股份有限公司,49,虹软科技股份有限公司,虹软科技股份有限公司,虹软科技-空缺岗位,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
三星（中国）投资有限公司,48,三星（中国）投资有限公司,三星（中国）投资有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海鹰角网络科技有限公司,48,上海鹰角网络科技有限公司,上海鹰角网络科技有限公司,鹰角网络-暑期训练营,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国国新控股有限责任公司,48,中国国新控股有限责任公司,中国国新控股有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
惠州市德赛西威汽车电子股份有限公司,48,惠州市德赛西威汽车电子股份有限公司,惠州市德赛西威汽车电子股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
沐曦集成电路（上海）有限公司,48,沐曦集成电路（上海）有限公司,沐曦集成电路（上海）有限公司,沐曦,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
绿盟科技集团股份有限公司,48,绿盟科技集团股份有限公司,绿盟科技集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海证券有限责任公司,47,上海证券有限责任公司,上海证券有限责任公司,南京证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
内蒙古伊利实业集团股份有限公司,47,内蒙古伊利实业集团股份有限公司,内蒙古伊利实业集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
富国基金管理有限公司,47,富国基金管理有限公司,富国基金管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
物产中大集团股份有限公司,47,物产中大集团股份有限公司,物产中大集团股份有限公司,物产中大集团,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
厦门吉比特网络技术股份有限公司,46,厦门吉比特网络技术股份有限公司,厦门吉比特网络技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海拍拍贷金融信息服务有限公司,45,上海拍拍贷金融信息服务有限公司,上海拍拍贷金融信息服务有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海电气集团股份有限公司,45,上海电气集团股份有限公司,上海电气集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国中化集团有限公司,45,中国中化集团有限公司,中国中化集团有限公司,中国中化,True,True,False,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中蓝连海设计研究院有限公司,44,中蓝连海设计研究院有限公司,中蓝连海设计研究院有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京月之暗面科技有限公司,44,北京月之暗面科技有限公司,北京月之暗面科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
浙江大华技术股份有限公司,44,浙江大华技术股份有限公司,浙江大华技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海九方云智能科技有限公司,43,上海九方云智能科技有限公司,上海九方云智能科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
开源证券股份有限公司,43,开源证券股份有限公司,开源证券股份有限公司,开源证券研究所,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
民生人寿保险股份有限公司,43,民生人寿保险股份有限公司,民生人寿保险股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
厦门美图网科技有限公司,42,厦门美图网科技有限公司,厦门美图网科技有限公司,美图,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
天翼安全科技有限公司,42,天翼安全科技有限公司,天翼安全科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市速腾聚创科技有限公司,42,深圳市速腾聚创科技有限公司,深圳市速腾聚创科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
远景能源有限公司,42,远景能源有限公司,远景能源有限公司,远景能源,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国中车集团有限公司,41,中国中车集团有限公司,中国中车集团有限公司,中国中车,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
完美世界股份有限公司,40,完美世界股份有限公司,完美世界股份有限公司,完美世界,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
浙商证券股份有限公司,40,浙商证券股份有限公司,浙商证券股份有限公司,浙商证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
海信集团有限公司,40,海信集团有限公司,海信集团有限公司,海信集团,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
2025“蓉漂人才荟”清华大学专场活动,39,2025“蓉漂人才荟”清华大学专场活动,2025“蓉漂人才荟”清华大学专场活动,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海稀宇极智科技有限公司,39,上海稀宇极智科技有限公司,上海稀宇极智科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国机械工业集团有限公司,39,中国机械工业集团有限公司,中国机械工业集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳华大基因科技有限公司,39,深圳华大基因科技有限公司,深圳华大基因科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海大裂谷智能科技有限公司,38,上海大裂谷智能科技有限公司,上海大裂谷智能科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海民用航空电子系统有限公司,38,上海民用航空电子系统有限公司,上海民用航空电子系统有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海诺亚投资管理有限公司,38,上海诺亚投资管理有限公司,上海诺亚投资管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华勤橡胶工业集团有限公司,38,华勤橡胶工业集团有限公司,华勤橡胶工业集团有限公司,华勤,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国东方电气集团有限公司,37,中国东方电气集团有限公司,中国东方电气集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国民生银行股份有限公司,37,中国民生银行股份有限公司,中国民生银行股份有限公司,中国民生银行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
五矿资本股份有限公司,37,五矿资本股份有限公司,五矿资本股份有限公司,五矿资本及所属企业,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
财通证券资产管理有限公司,37,财通证券资产管理有限公司,财通证券资产管理有限公司,财通证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国海洋石油集团有限公司,36,中国海洋石油集团有限公司,中国海洋石油集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中欧基金管理有限公司,36,中欧基金管理有限公司,中欧基金管理有限公司,中欧基金,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
北京初速度科技有限公司,36,北京初速度科技有限公司,北京初速度科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京畅游天下网络技术集团有限公司,36,北京畅游天下网络技术集团有限公司,北京畅游天下网络技术集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海埃迪希科技服务有限公司,35,上海埃迪希科技服务有限公司,上海埃迪希科技服务有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中共四川天府新区工作委员会党群工作部,35,中共四川天府新区工作委员会党群工作部,中共四川天府新区工作委员会党群工作部,,False,False,False,False,high_risk_manual_review,p1,manual_review
临港新片区2025年秋季校园招聘,35,临港新片区2025年秋季校园招聘,临港新片区2025年秋季校园招聘,,False,False,False,False,high_risk_manual_review,p1,manual_review
菜鸟控股集团股份有限公司,35,菜鸟控股集团股份有限公司,菜鸟控股集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
2025“蓉漂人才荟”西北农林科技大学专场活动,34,2025“蓉漂人才荟”西北农林科技大学专场活动,2025“蓉漂人才荟”西北农林科技大学专场活动,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国人寿保险（集团）公司,34,中国人寿保险（集团）公司,中国人寿保险（集团）公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京机科未来科技有限公司,34,北京机科未来科技有限公司,北京机科未来科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
天翼视联科技有限公司,34,天翼视联科技有限公司,天翼视联科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州库洛科技有限公司,34,广州库洛科技有限公司,广州库洛科技有限公司,库洛游戏-秋招末班车,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
心动网络股份有限公司,34,心动网络股份有限公司,心动网络股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
明尼苏达矿业制造公司,34,明尼苏达矿业制造公司,明尼苏达矿业制造公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市正浩创新科技股份有限公司,34,深圳市正浩创新科技股份有限公司,深圳市正浩创新科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
湖北联投集团有限公司,34,湖北联投集团有限公司,湖北联投集团有限公司,湖北联投,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
2025“蓉漂人才荟”武汉大学专场活动,33,2025“蓉漂人才荟”武汉大学专场活动,2025“蓉漂人才荟”武汉大学专场活动,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海张江高科技园区开发股份有限公司,33,上海张江高科技园区开发股份有限公司,上海张江高科技园区开发股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海浦东发展银行股份有限公司,33,上海浦东发展银行股份有限公司,上海浦东发展银行股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国能源建设集团有限公司,33,中国能源建设集团有限公司,中国能源建设集团有限公司,中国能源建设集团云南火电建设有限公司,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
优刻得科技股份有限公司,33,优刻得科技股份有限公司,优刻得科技股份有限公司,优刻得,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
国海证券股份有限公司,33,国海证券股份有限公司,国海证券股份有限公司,国海证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州汽车集团股份有限公司,33,广州汽车集团股份有限公司,广州汽车集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
新石器慧通（北京）科技有限公司,33,新石器慧通（北京）科技有限公司,新石器慧通（北京）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市韶音科技有限公司,33,深圳市韶音科技有限公司,深圳市韶音科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
Swarovski,32,Swarovski,Swarovski,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国钢研科技集团有限公司,32,中国钢研科技集团有限公司,中国钢研科技集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
卓望数码技术（深圳）有限公司,32,卓望数码技术（深圳）有限公司,卓望数码技术（深圳）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
卡斯柯信号有限公司,32,卡斯柯信号有限公司,卡斯柯信号有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
同盾科技有限公司,32,同盾科技有限公司,同盾科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东省广晟控股集团有限公司,32,广东省广晟控股集团有限公司,广东省广晟控股集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州市城市建设投资集团有限公司,32,杭州市城市建设投资集团有限公司,杭州市城市建设投资集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
浩鲸云计算科技股份有限公司,32,浩鲸云计算科技股份有限公司,浩鲸云计算科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市中兴微电子技术有限公司,32,深圳市中兴微电子技术有限公司,深圳市中兴微电子技术有限公司,中兴微电子,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
深圳迈瑞生物医疗电子股份有限公司,32,深圳迈瑞生物医疗电子股份有限公司,深圳迈瑞生物医疗电子股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
睿魔智能科技（深圳）有限公司,32,睿魔智能科技（深圳）有限公司,睿魔智能科技（深圳）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京趣加科技有限公司,31,北京趣加科技有限公司,北京趣加科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州灵犀互动娱乐有限公司,31,广州灵犀互动娱乐有限公司,广州灵犀互动娱乐有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都子归人才发展有限公司,31,成都子归人才发展有限公司,成都子归人才发展有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳联友科技有限公司,31,深圳联友科技有限公司,深圳联友科技有限公司,联友科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
纳恩博（北京）科技有限公司,31,纳恩博（北京）科技有限公司,纳恩博（北京）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
锐捷网络股份有限公司,31,锐捷网络股份有限公司,锐捷网络股份有限公司,锐捷网络-星辰计划,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国联合网络通信有限公司广东省分公司,30,中国联合网络通信有限公司广东省分公司,中国联合网络通信有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国航空技术国际控股有限公司,30,中国航空技术国际控股有限公司,中国航空技术国际控股有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国航空综合技术研究所,30,中国航空综合技术研究所,中国航空综合技术研究所,,False,False,False,False,high_risk_manual_review,p1,manual_review
中微半导体设备（上海）股份有限公司,30,中微半导体设备（上海）股份有限公司,中微半导体设备（上海）股份有限公司,中微,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
保利发展控股集团股份有限公司,30,保利发展控股集团股份有限公司,保利发展控股集团股份有限公司,保利,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州四三九九信息科技有限公司,30,广州四三九九信息科技有限公司,广州四三九九信息科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州越秀资本控股集团股份有限公司,30,广州越秀资本控股集团股份有限公司,广州越秀资本控股集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都市退役军人服务中心,30,成都市退役军人服务中心,成都市退役军人服务中心,,False,False,False,False,high_risk_manual_review,p1,manual_review
沪东重机有限公司,30,沪东重机有限公司,沪东重机有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
第一创业证券股份有限公司,30,第一创业证券股份有限公司,第一创业证券股份有限公司,第一创业,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
前海开源基金管理有限公司,29,前海开源基金管理有限公司,前海开源基金管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
2025“蓉漂人才荟”南京航空航天大学专场活动,28,2025“蓉漂人才荟”南京航空航天大学专场活动,2025“蓉漂人才荟”南京航空航天大学专场活动,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海思朗科技有限公司,28,上海思朗科技有限公司,上海思朗科技有限公司,思朗科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国兵器装备集团有限公司,28,中国兵器装备集团有限公司,中国兵器装备集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中移系统集成有限公司,28,中移系统集成有限公司,中移系统集成有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
天健会计师事务所（特殊普通合伙）,28,天健会计师事务所（特殊普通合伙）,天健会计师事务所（特殊普通合伙）,,False,False,False,False,high_risk_manual_review,p1,manual_review
杉树信息科技（上海）有限公司,28,杉树信息科技（上海）有限公司,杉树信息科技（上海）有限公司,杉树科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
联影医疗技术集团有限公司,28,联影医疗技术集团有限公司,联影医疗技术集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
蜀道投资集团有限责任公司,28,蜀道投资集团有限责任公司,蜀道投资集团有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京展心展力信息科技有限公司,27,北京展心展力信息科技有限公司,北京展心展力信息科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京石头世纪科技股份有限公司,27,北京石头世纪科技股份有限公司,北京石头世纪科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京积加科技有限公司,27,北京积加科技有限公司,北京积加科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
浙商银行股份有限公司,27,浙商银行股份有限公司,浙商银行股份有限公司,浙商银行总行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海龙旗科技股份有限公司,26,上海龙旗科技股份有限公司,上海龙旗科技股份有限公司,龙旗,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
元气森林（北京）食品科技集团有限公司,26,元气森林（北京）食品科技集团有限公司,元气森林（北京）食品科技集团有限公司,元气森林,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
华润万家有限公司,26,华润万家有限公司,华润万家有限公司,华润万家,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
国联证券股份有限公司,26,国联证券股份有限公司,国联证券股份有限公司,国联证券资产管理,False,False,False,True,needs_spring_truth_admission,p1,review_spring_admission
浪潮集团有限公司,26,浪潮集团有限公司,浪潮集团有限公司,浪潮,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
酷睿程（北京）科技有限公司,26,酷睿程（北京）科技有限公司,酷睿程（北京）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
