tata_company,tata_rows,normalized_name,inferred_parent,recommended_parent,in_spring_canonical,in_spring_aliases,in_spring_entity_members,in_base_only,fix_bucket,priority,recommended_action
北京首都开发控股（集团）有限公司,1,北京首都开发控股（集团）有限公司,北京首都开发控股（集团）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京高能时代环境技术股份有限公司,1,北京高能时代环境技术股份有限公司,北京高能时代环境技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京龙软科技股份有限公司,1,北京龙软科技股份有限公司,北京龙软科技股份有限公司,龙软科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
北银消费金融有限公司,1,北银消费金融有限公司,北银消费金融有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华厦眼科医院集团股份有限公司,1,华厦眼科医院集团股份有限公司,华厦眼科医院集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华测检测认证集团股份有限公司,1,华测检测认证集团股份有限公司,华测检测认证集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华润医药控股有限公司,1,华润医药控股有限公司,华润医药控股有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华润电力控股有限公司,1,华润电力控股有限公司,华润电力控股有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华润金控投资有限公司,1,华润金控投资有限公司,华润金控投资有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华润雪花啤酒（中国）有限公司,1,华润雪花啤酒（中国）有限公司,华润雪花啤酒（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华进联合专利商标代理有限公司,1,华进联合专利商标代理有限公司,华进联合专利商标代理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
南京华苏科技有限公司,1,南京华苏科技有限公司,南京华苏科技有限公司,华苏科技HOWSO,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
南京天易合芯电子有限公司,1,南京天易合芯电子有限公司,南京天易合芯电子有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
南京艾尔普再生医学科技有限公司,1,南京艾尔普再生医学科技有限公司,南京艾尔普再生医学科技有限公司,艾尔普,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
南方报业传媒集团,1,南方报业传媒集团,南方报业传媒集团,南方报业,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
博众精工科技股份有限公司,1,博众精工科技股份有限公司,博众精工科技股份有限公司,博众精工-研后专场,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
博翃商务信息咨询（上海）有限公司,1,博翃商务信息咨询（上海）有限公司,博翃商务信息咨询（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
厦门中达集团有限公司,1,厦门中达集团有限公司,厦门中达集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
厦门华特集团有限责任公司,1,厦门华特集团有限责任公司,厦门华特集团有限责任公司,厦门华特,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
厦门快快网络科技有限公司,1,厦门快快网络科技有限公司,厦门快快网络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
厦门极致互动网络技术股份有限公司,1,厦门极致互动网络技术股份有限公司,厦门极致互动网络技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
厦门点触科技股份有限公司,1,厦门点触科技股份有限公司,厦门点触科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
厦门璞真食品有限公司,1,厦门璞真食品有限公司,厦门璞真食品有限公司,璞真食品,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
厦门目荻电子商务有限公司,1,厦门目荻电子商务有限公司,厦门目荻电子商务有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
双胞胎（集团）股份有限公司,1,双胞胎（集团）股份有限公司,双胞胎（集团）股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
史陶比尔（杭州）精密机械电子有限公司,1,史陶比尔（杭州）精密机械电子有限公司,史陶比尔（杭州）精密机械电子有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
合众人寿保险股份有限公司,1,合众人寿保险股份有限公司,合众人寿保险股份有限公司,合众人寿,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
合肥芯碁微电子装备股份有限公司,1,合肥芯碁微电子装备股份有限公司,合肥芯碁微电子装备股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
同方全球人寿保险有限公司,1,同方全球人寿保险有限公司,同方全球人寿保险有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
君龙人寿保险有限公司,1,君龙人寿保险有限公司,君龙人寿保险有限公司,君龙人寿,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
听潮阁文化传媒公司,1,听潮阁文化传媒公司,听潮阁文化传媒公司,听潮阁,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
四川普什宁江机床有限公司,1,四川普什宁江机床有限公司,四川普什宁江机床有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川永祥股份有限公司,1,四川永祥股份有限公司,四川永祥股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川沃飞长空科技发展有限公司,1,四川沃飞长空科技发展有限公司,四川沃飞长空科技发展有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川特驱农牧科技集团有限公司,1,四川特驱农牧科技集团有限公司,四川特驱农牧科技集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川特驱投资集团有限公司,1,四川特驱投资集团有限公司,四川特驱投资集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川省商业投资集团有限责任公司,1,四川省商业投资集团有限责任公司,四川省商业投资集团有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川航空集团有限责任公司,1,四川航空集团有限责任公司,四川航空集团有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川银行股份有限公司,1,四川银行股份有限公司,四川银行股份有限公司,四川银行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
国家城安院,1,国家城安院,国家城安院,,False,False,False,False,high_risk_manual_review,p1,manual_review
国核铀业发展有限责任公司,1,国核铀业发展有限责任公司,国核铀业发展有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国泰基金管理有限公司,1,国泰基金管理有限公司,国泰基金管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国网上海市电力公司,1,国网上海市电力公司,国网上海市电力公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国网电力空间技术有限公司,1,国网电力空间技术有限公司,国网电力空间技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国网能源研究院有限公司,1,国网能源研究院有限公司,国网能源研究院有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国际商业机器（中国）有限公司,1,国际商业机器（中国）有限公司,国际商业机器（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国鸿氢能科技（嘉兴）股份有限公司,1,国鸿氢能科技（嘉兴）股份有限公司,国鸿氢能科技（嘉兴）股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
基恩士（中国）有限公司,1,基恩士（中国）有限公司,基恩士（中国）有限公司,基恩士,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
大唐微电子技术有限公司,1,大唐微电子技术有限公司,大唐微电子技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
大昌行汽车控股集团有限公司,1,大昌行汽车控股集团有限公司,大昌行汽车控股集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
天地壹号饮料股份有限公司,1,天地壹号饮料股份有限公司,天地壹号饮料股份有限公司,天地壹号,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
天士力医药集团股份有限公司,1,天士力医药集团股份有限公司,天士力医药集团股份有限公司,天士力医药集团,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
天津市和平区人力资源和社会保障局,1,天津市和平区人力资源和社会保障局,天津市和平区人力资源和社会保障局,,False,False,False,False,high_risk_manual_review,p1,manual_review
天津懂点球科技有限公司,1,天津懂点球科技有限公司,天津懂点球科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
天津银行股份有限公司,1,天津银行股份有限公司,天津银行股份有限公司,上海银行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
孚提埃（上海）建筑设计事务所有限公司,1,孚提埃（上海）建筑设计事务所有限公司,孚提埃（上海）建筑设计事务所有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
宁波信泰机械有限公司,1,宁波信泰机械有限公司,宁波信泰机械有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
宁波容百新能源科技股份有限公司,1,宁波容百新能源科技股份有限公司,宁波容百新能源科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
宁波继峰汽车零部件股份有限公司,1,宁波继峰汽车零部件股份有限公司,宁波继峰汽车零部件股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
宁波金融资产管理股份有限公司,1,宁波金融资产管理股份有限公司,宁波金融资产管理股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
安世半导体（中国）有限公司,1,安世半导体（中国）有限公司,安世半导体（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
安徽华菱西厨装备股份有限公司,1,安徽华菱西厨装备股份有限公司,安徽华菱西厨装备股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
安徽省徽商集团有限公司,1,安徽省徽商集团有限公司,安徽省徽商集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
宏茂微电子（上海）有限公司,1,宏茂微电子（上海）有限公司,宏茂微电子（上海）有限公司,宏茂微,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
家得宝公司,1,家得宝公司,家得宝公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
宸微设备科技（苏州）有限公司,1,宸微设备科技（苏州）有限公司,宸微设备科技（苏州）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
富邦华一银行有限公司,1,富邦华一银行有限公司,富邦华一银行有限公司,富邦华一银行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
山东万事达建筑钢品股份有限公司,1,山东万事达建筑钢品股份有限公司,山东万事达建筑钢品股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
山东东明石化集团有限公司,1,山东东明石化集团有限公司,山东东明石化集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
山东天岳先进科技股份有限公司,1,山东天岳先进科技股份有限公司,山东天岳先进科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
山东胜软科技股份有限公司,1,山东胜软科技股份有限公司,山东胜软科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
山东高速集团有限公司,1,山东高速集团有限公司,山东高速集团有限公司,山东高速集团,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
山大地纬软件股份有限公司,1,山大地纬软件股份有限公司,山大地纬软件股份有限公司,山大地纬,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
山石网科通信技术股份有限公司,1,山石网科通信技术股份有限公司,山石网科通信技术股份有限公司,山石网科,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
巨星农牧有限公司,1,巨星农牧有限公司,巨星农牧有限公司,巨星农牧,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
希尔顿国际酒店管理有限责任公司,1,希尔顿国际酒店管理有限责任公司,希尔顿国际酒店管理有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东三雄极光照明股份有限公司,1,广东三雄极光照明股份有限公司,广东三雄极光照明股份有限公司,三雄极光,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广东东鹏控股股份有限公司,1,广东东鹏控股股份有限公司,广东东鹏控股股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东中职信会计师事务所（特殊普通合伙）,1,广东中职信会计师事务所（特殊普通合伙）,广东中职信会计师事务所（特殊普通合伙）,广东中职信会计师事务所,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广东原点智能技术有限公司,1,广东原点智能技术有限公司,广东原点智能技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东宏石激光技术股份有限公司,1,广东宏石激光技术股份有限公司,广东宏石激光技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东建工财务管理咨询服务有限公司,1,广东建工财务管理咨询服务有限公司,广东建工财务管理咨询服务有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东微观科技有限公司,1,广东微观科技有限公司,广东微观科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东德尔玛科技股份有限公司,1,广东德尔玛科技股份有限公司,广东德尔玛科技股份有限公司,德尔玛,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广东志特新材料集团有限公司,1,广东志特新材料集团有限公司,广东志特新材料集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东恒兴饲料实业股份有限公司,1,广东恒兴饲料实业股份有限公司,广东恒兴饲料实业股份有限公司,广东恒兴,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广东普赛达材料科技股份有限公司,1,广东普赛达材料科技股份有限公司,广东普赛达材料科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东省建筑工程集团有限公司,1,广东省建筑工程集团有限公司,广东省建筑工程集团有限公司,广东省建筑工程控股,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广东芯粤能半导体有限公司,1,广东芯粤能半导体有限公司,广东芯粤能半导体有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广东顺德农村商业银行股份有限公司,1,广东顺德农村商业银行股份有限公司,广东顺德农村商业银行股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州中科云图智能科技有限公司,1,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州乐牛软件科技有限公司,1,广州乐牛软件科技有限公司,广州乐牛软件科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州凯乐石运动科技有限公司,1,广州凯乐石运动科技有限公司,广州凯乐石运动科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州医药股份有限公司,1,广州医药股份有限公司,广州医药股份有限公司,上海医药,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州医药集团有限公司,1,广州医药集团有限公司,广州医药集团有限公司,上海医药,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州卡姿兰企业管理有限公司,1,广州卡姿兰企业管理有限公司,广州卡姿兰企业管理有限公司,卡姿兰,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州天纵网络科技有限公司,1,广州天纵网络科技有限公司,广州天纵网络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州山水比德设计股份有限公司,1,广州山水比德设计股份有限公司,广州山水比德设计股份有限公司,山水比德,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州市益豚猪业投资有限公司,1,广州市益豚猪业投资有限公司,广州市益豚猪业投资有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州市设计院集团有限公司,1,广州市设计院集团有限公司,广州市设计院集团有限公司,重庆市设计院,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州广电城市服务集团股份有限公司,1,广州广电城市服务集团股份有限公司,广州广电城市服务集团股份有限公司,广州广电城市服务集团,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州探途网络技术有限公司,1,广州探途网络技术有限公司,广州探途网络技术有限公司,骑士集团（探途网络）,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州旭之源科技有限公司,1,广州旭之源科技有限公司,广州旭之源科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州明珞装备股份有限公司,1,广州明珞装备股份有限公司,广州明珞装备股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州易海创腾信息科技有限公司,1,广州易海创腾信息科技有限公司,广州易海创腾信息科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州港集团有限公司,1,广州港集团有限公司,广州港集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州环亚化妆品科技股份有限公司,1,广州环亚化妆品科技股份有限公司,广州环亚化妆品科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州百田信息科技有限公司,1,广州百田信息科技有限公司,广州百田信息科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州红之化妆品有限公司,1,广州红之化妆品有限公司,广州红之化妆品有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州运通链达金服科技有限公司,1,广州运通链达金服科技有限公司,广州运通链达金服科技有限公司,运通链达,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州金升阳科技有限公司,1,广州金升阳科技有限公司,广州金升阳科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州银行股份有限公司,1,广州银行股份有限公司,广州银行股份有限公司,上海银行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州长隆集团有限公司,1,广州长隆集团有限公司,广州长隆集团有限公司,横琴长隆国际海洋度假区,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州飞机维修工程有限公司,1,广州飞机维修工程有限公司,广州飞机维修工程有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
庆安集团有限公司,1,庆安集团有限公司,庆安集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
应用材料（中国）有限公司,1,应用材料（中国）有限公司,应用材料（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
康成投资（中国）有限公司,1,康成投资（中国）有限公司,康成投资（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
康缔亚,1,康缔亚,康缔亚,,False,False,False,False,high_risk_manual_review,p1,manual_review
康美药业股份有限公司,1,康美药业股份有限公司,康美药业股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
得一微电子股份有限公司,1,得一微电子股份有限公司,得一微电子股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
微创神通医疗科技（上海）有限公司,1,微创神通医疗科技（上海）有限公司,微创神通医疗科技（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
微领地企业管理集团有限公司,1,微领地企业管理集团有限公司,微领地企业管理集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
德力西电气有限公司,1,德力西电气有限公司,德力西电气有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
思爱普（北京）软件系统有限公司,1,思爱普（北京）软件系统有限公司,思爱普（北京）软件系统有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
思琳商贸（上海）有限公司,1,思琳商贸（上海）有限公司,思琳商贸（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
思瑞浦微电子科技（苏州）股份有限公司,1,思瑞浦微电子科技（苏州）股份有限公司,思瑞浦微电子科技（苏州）股份有限公司,思瑞浦,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
恒洁卫浴集团有限公司,1,恒洁卫浴集团有限公司,恒洁卫浴集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
惠州市南昆山云顶温泉渡假村有限公司,1,惠州市南昆山云顶温泉渡假村有限公司,惠州市南昆山云顶温泉渡假村有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
惠生工程（中国）有限公司,1,惠生工程（中国）有限公司,惠生工程（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都交易集团有限公司,1,成都交易集团有限公司,成都交易集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都倍特药业股份有限公司,1,成都倍特药业股份有限公司,成都倍特药业股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都嘉诚汽车销售服务有限公司,1,成都嘉诚汽车销售服务有限公司,成都嘉诚汽车销售服务有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都市锦江投资发展集团有限责任公司,1,成都市锦江投资发展集团有限责任公司,成都市锦江投资发展集团有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都科优信测科技有限公司,1,成都科优信测科技有限公司,成都科优信测科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都空港兴城教育投资有限公司,1,成都空港兴城教育投资有限公司,成都空港兴城教育投资有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都米特智能电力科技有限公司,1,成都米特智能电力科技有限公司,成都米特智能电力科技有限公司,米特智能电力,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
成都精灵云科技有限公司,1,成都精灵云科技有限公司,成都精灵云科技有限公司,成都精灵云,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
成都纵横自动化技术股份有限公司,1,成都纵横自动化技术股份有限公司,成都纵横自动化技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都辰显光电有限公司,1,成都辰显光电有限公司,成都辰显光电有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
敦豪全球货运（中国）有限公司,1,敦豪全球货运（中国）有限公司,敦豪全球货运（中国）有限公司,敦豪全球货运,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
斯堪尼亚销售（中国）有限公司,1,斯堪尼亚销售（中国）有限公司,斯堪尼亚销售（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
斯泰恩拜斯可持续技术管理（北京）有限公司,1,斯泰恩拜斯可持续技术管理（北京）有限公司,斯泰恩拜斯可持续技术管理（北京）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
新乡市瑞丰新材料股份有限公司‌,1,新乡市瑞丰新材料股份有限公司‌,新乡市瑞丰新材料股份有限公司‌,,False,False,False,False,high_risk_manual_review,p1,manual_review
新代科技（苏州）有限公司,1,新代科技（苏州）有限公司,新代科技（苏州）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
新华都特种电气股份有限公司,1,新华都特种电气股份有限公司,新华都特种电气股份有限公司,新华都特种电气股份,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
新紫光前沿技术研究院（珠海）有限公司,1,新紫光前沿技术研究院（珠海）有限公司,新紫光前沿技术研究院（珠海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
新讯数字科技（杭州）有限公司,1,新讯数字科技（杭州）有限公司,新讯数字科技（杭州）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
方正证券股份有限公司,1,方正证券股份有限公司,方正证券股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
施璐德文船重工（广州）有限公司,1,施璐德文船重工（广州）有限公司,施璐德文船重工（广州）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
无锡山水城管理委员会,1,无锡山水城管理委员会,无锡山水城管理委员会,,False,False,False,False,high_risk_manual_review,p1,manual_review
无锡英迪芯微电子科技股份有限公司,1,无锡英迪芯微电子科技股份有限公司,无锡英迪芯微电子科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
无锡财通融资租赁有限公司,1,无锡财通融资租赁有限公司,无锡财通融资租赁有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
普冷国际物流（上海）有限公司,1,普冷国际物流（上海）有限公司,普冷国际物流（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
普迈德（北京）科技有限公司,1,普迈德（北京）科技有限公司,普迈德（北京）科技有限公司,普迈德,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
景德镇黑猫集团有限责任公司,1,景德镇黑猫集团有限责任公司,景德镇黑猫集团有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
未目（上海）科技有限公司,1,未目（上海）科技有限公司,未目（上海）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州如涵数字科技有限公司,1,杭州如涵数字科技有限公司,杭州如涵数字科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州宏杉科技股份有限公司,1,杭州宏杉科技股份有限公司,杭州宏杉科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州小影创新科技股份有限公司,1,杭州小影创新科技股份有限公司,杭州小影创新科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州星奥传媒有限公司,1,杭州星奥传媒有限公司,杭州星奥传媒有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州未来光谱科技有限公司,1,杭州未来光谱科技有限公司,杭州未来光谱科技有限公司,杭州未来光谱科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
杭州民生健康药业股份有限公司,1,杭州民生健康药业股份有限公司,杭州民生健康药业股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州民生医药控股集团有限公司,1,杭州民生医药控股集团有限公司,杭州民生医药控股集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州深度求索人工智能基础技术研究有限公司,1,杭州深度求索人工智能基础技术研究有限公司,杭州深度求索人工智能基础技术研究有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州爱种草科技有限公司,1,杭州爱种草科技有限公司,杭州爱种草科技有限公司,爱种草,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
杭州瑞江化工有限公司,1,杭州瑞江化工有限公司,杭州瑞江化工有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州硅行智能科技有限公司,1,杭州硅行智能科技有限公司,杭州硅行智能科技有限公司,硅行智能,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
杭州碧澄能源发展有限公司,1,杭州碧澄能源发展有限公司,杭州碧澄能源发展有限公司,碧澄能源,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
杭州米加健康集团有限公司,1,杭州米加健康集团有限公司,杭州米加健康集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州聆曦网络科技有限公司,1,杭州聆曦网络科技有限公司,杭州聆曦网络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州芯迈半导体技术有限公司,1,杭州芯迈半导体技术有限公司,杭州芯迈半导体技术有限公司,芯迈半导体,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
杭州观远数据有限公司,1,杭州观远数据有限公司,杭州观远数据有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州远和私募基金有限公司,1,杭州远和私募基金有限公司,杭州远和私募基金有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州钢铁集团有限公司,1,杭州钢铁集团有限公司,杭州钢铁集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州铭师堂数字科技有限公司,1,杭州铭师堂数字科技有限公司,杭州铭师堂数字科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州飞仕得科技股份有限公司,1,杭州飞仕得科技股份有限公司,杭州飞仕得科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
林德（中国）投资有限公司,1,林德（中国）投资有限公司,林德（中国）投资有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
格兰富水泵（上海）有限公司,1,格兰富水泵（上海）有限公司,格兰富水泵（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
梦百合家居科技股份有限公司,1,梦百合家居科技股份有限公司,梦百合家居科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
